,Groserias,Vulgar,Agresivo,Ofensivo
3259,"@IXMIR0NMXN ㅤ“ No hay como el ego herido de un académico. ─── No digo que ellos tuvieran razón, solo anotaba que no puedo adivinar en base a ‘ aquél que me tenía manía ’, tomaría tiempo que no tenemos. . . Oh, 𝘦𝘴𝘦. ¿Herbert  Coolidge? Hombre, ese sí que te tenía manía. ¿Para qué ─",0,0,0
3260,"La pregunta más importante del día la hizo Ciro Gómez Leyva (a él se la escuché): 

Entonces, en el entendido de AMLO…  ¿tenía razón Calderón sobre la militarización del país? https://t.co/tc1c87n9ok",0,0,0
3261,@Carolinadelavi @Cortes96Friida Con razón te encanta mi pueblito avd,0,0,0
3262,"@MaihenH @jguaido Viendo la historia no hay duda en darle la razón. Ahora falta comprobar lo segundo ¿sólo es posible con sangre, sudor y lágrimas? bueno, con más, porque algo ya se ha vertido.",0,0,0
3263,"@LFCEspanol @MaddockMirror Siguiendo la lógica de rotar a los habituales en la PL para darles descanso pues , tiene razón . Lo jodido es que es Milner. Entiendo que Arthur aun no esté en sincronía con el grupo pero aun así creo que lo haría mucho mejor que Milner",1,0,0
3264,"Tanta razón tienes, @CitlaHM, y tres veces! https://t.co/3OFUcFbhnS",0,0,0
3265,"Oficialmente, ya tengo en mis manos los regalos de cumple de dos personitas que son parte de la razón por la que sigo aquí (🌎)
@fannygmsd @JuanPabloALimon @TecateCRDNDA @apocalypticafi https://t.co/aONGrNRCNt",0,0,0
3266,"No, por que los ignorantes como tu votan con las tripas y no con la razón... https://t.co/tqfZ0bFp1q",0,0,1
3267,@Adriana613001 @JennyMarVit80 🤣🤣🤣🤣🤣🤣🤣🤣🤣 tienes razón eso esta diciendo en este momento. Pero la verdad es que llovió porque fue obrador a NL,0,0,0
3268,"Kilos, Kilos y kilos de razón (en esta expresión) de esta...mujer. https://t.co/qDtwSY8mFE",0,0,0
3269,"@alitomorenoc Así es alito, tiene razón. No cabe duda que usted no teme a nada 👏🏽",0,0,0
3270,"@roberto166 En eso te doy toda la razón, yo confío en que sí se ponga en la tarea de echarle bolas porque así como Vinicius pudo agarrar el nivel, él también puede hacerlo y hoy me dejó un buen presentimiento para lo que veremos a futuro, yo le celebro su partido aunque haya sido su deber.",1,0,0
3271,"Tengo la teoría de que hay versiones de autos que vienen SIN DIRECCIONALES, porque no encuentro otra razón lógica para que NO LAS PINCHEN USEEEEEN. 😤🚗",1,0,0
3272,@Edgar90083078 Además aún no se conoce la razón verdadera de la muerte de Lyanna Stark ni la promesa que le hizo edd asi que podria ser un targaryen en los libros también pero hay q esperar q el viejo saque el otro libro para confirmar xdddd,0,0,0
3273,"@MglMauricio @ClaudioXGG Jajajajajajajajaja no bueno.
Con razón Don Pendejo abusa de la ingenuidad de sus mascotas.",1,0,1
3274,"Así que Erume tiene su razón de ser... 
via @UberFacts https://t.co/uRBBN7jZXk",0,0,0
3275,"🤣🤣🤣 En serio los rojos se creen la de ""Se quedó porque amaba a Municipal"" ? Con razón la directiva los trata como quiere porque son mulitas y se creen cualquier cuento jajajajajajajaja https://t.co/e2uFr1nLqz",0,0,0
3276,"📸 Decenas del alcantarillas en #CdVictoria quedaron bloqueadas por basura y tierra que ha arrastrado las actuales lluvias por calles y avenidas, como la Zacatecas, en la colonia FOVISSSTE.

Por Magdiel Hernández
EXPRESO-LA RAZÓN https://t.co/Lpv09ywNRt",0,0,0
3277,"@alitomorenoc Tienes todos la razón, vamos PRI, ánimo Alito 🙌🏻",0,0,0
3278,"@GallardoNicasio Tienes razón, compadre, ya ví a esa vieja sonza...",0,0,1
3279,vi un tweet de cuál sería el siguiente move de harry styles y charlie puth después del beso de bad bunny y me da mucha risa q tenía toda la razón https://t.co/NLBzKt5IJW,0,0,0
3280,"@genesis0106 @Isaac74190409 @beltrandelrio Jajajajajajajajaja, se me olvidó, pero tienes razón, ""lady jaguar-yu"".",0,0,0
3281,"💢«🎵…Que hoy es mente ancha, mañana es mente estrecha…🎵»

Cuanta razón @Israel_BuenaFe 👌",0,0,0
3282,"¡Vende con la emoción y no con la razón!

En una nueva emisión de #BuenosDíasVPItv el máster en PNL, Leo Trechi (@LeoTrechi),  explicó la importancia de entender lo que sienten y desean los clientes para lograr una comunicación efectiva.

Aprende más ➡️
https://t.co/nJIdEqhLEp ⬅️ https://t.co/fnLSxQE3XT",0,0,0
3283,@Martha_P83 @lopezobrador_ Tiene toda la boca llena de razón.,0,0,0
3284,"@RaulConGdl @maguto63 Fuí un loco, tienes razón.",0,0,0
3285,Yo cuando mi novio me da besitos en la frente sin ninguna razón 🥹😻 https://t.co/CP7Ra7WYq3,0,0,0
3286,Más razón que un santo https://t.co/hURmqwPF4j,0,0,0
3287,"@SergioSarmiento El problema que le ""heredaron"" lo conoce desde hace 40 años, no se haga wey @lopezobrador_ y desde entonces ha criticado al ejército en la calle. Hoy solo confirma que Calderón tenía razón y usted lo admira y quiere seguir sus pasos.",1,0,0
3288,"Con razón, chingo de dudas 😅 https://t.co/BWkhFynH0z",1,0,0
3289,@SamsClubMexico @Crisita20 En eso si tienen razón https://t.co/F0VsKpb80O,0,0,0
3290,Uy progres escóndanse otro mae cishet de extrema derecha que siempre tiene la razón https://t.co/HLdqZKf4eQ https://t.co/aWuNucM7YC,0,0,0
3291,La Wera tenia razón,0,0,0
3292,“Con razón eres así” y me andas pidiendo galletas vete Alv 🙄,1,0,0
3293,@JorgeAndresMx @elwesomx @WRADIOMexico Con razón me aventé dos horas hasta Tlalpan 3000.,0,0,0
3294,"@justerq @salvo_ruiz @arl_r2_d2 @WilmarR25828678 @FisicoImpuro Gracias muchach@s por darme la razón me gusta cuando los Uribistas son educados por un “mamerto”, nos vemos luego para mas peinadas",1,0,1
3295,"El estado de Chihuahua ha progresado este último año y la razón es que cada vez estamos más unidos. Acompáñanos este jueves 08 de septiembre a ver el Informe de Gabinete: qué hemos logrado y hacia dónde va nuestro estado.
#JuntosTrabajamosMásyMejor
#JuntosSíPodemos https://t.co/yBjXKCA1BX",0,0,0
3296,Toda  la razón https://t.co/4s7oiYAbrq,0,0,0
3297,@mario_delgado @lopezobrador_ Le dió la razón a Calderón??,0,0,0
3298,"@DavidPramo2 Oye escoria, ya fuiste a visitar a tus hijos los narcomenudistas.

Muy bravucon en tuiter pero en la vida real aparte de idiota, desobligado, sin duda eres doble pendejo, en la vida real y en la vida digital.",1,1,1
3299,@Cherry_Bomb_bom @DavidPramo2 Es un idiota la basura esa,0,0,0
3300,"@19fender84 que gente mas idiota esque para eso no se estudia,buscando la muerte y quedar paraliticos en vez de estar contentos como Dios nos trajo al mundo.",0,1,1
3301,"@latinus_us @vampipe Obviamente a mi padre le faltaba mucho mundo y recorrido escolar para poder afirmar con mediana certeza q era una persona preparada. No lo era. 
Y esta pejendejo no se da cuenta d a quien puso en la @SEP_mx ? 
Hay q ser idiota, si en la sola cara se le ve, si habla se confirma2/2 te voy a poner unos putazos",1,1,1
3302,"@ATellodeMeneses La gente piensa que los F1 son como manejar en simulador. Son de lo más inestables y agrega el peso de las fuerza G. 

No cualquier idiota es piloto, que les quede claro eso. Y hay muchísimos factores a tomar en cuenta, si fuera tan fácil no habría dominio por épocas",0,0,1
3303,puto cerdo asqueroso h*rry styles dios mio q tan idiota tienes q estar para escupirle a alguien y mas en un evento formal,1,1,1
3304,"@Marcela_Feraud No les importa, con tal de aplaudir al idiota a cambio de NADA, porque solo los usa electoralmente, son muy brutos.
Estos mismos chairos se ponen la soga al cuello deshaciéndose en aplausos y caravanas, 
son el resultado de años de control del PRI para someterlos.",0,0,1
3305,@jrsestaca Tremendo idiota bipolar,0,0,1
3306,@GlodeJo07 Como que usted mira mucho la caja idiota por eso le digo que ahi manipulan todo.,0,0,1
3307,"@celesmadrigal El discurso de odio no es una opinon, 1000th vez que se le dice. Si queda algun idiota en esta red que no sepa la diferencia aún, es pura juponada.",0,0,1
3308,"@_Gafas_y_reloj_ Resumiendo, un idiota",0,0,1
3309,"-Amiga, pues ya me pidió perdón y me dijo que ya va a cambiar...
-(Estúpida, mis consejos, idiota)... https://t.co/D2jh6VraUJ",0,0,1
3310,@felix_platero @laloespana Vete alv tu idiota  el no es la patria  para que yo me vaya mejor que se largue  el a cuba y Venezuela  qué  tanto  aman y que te lleve cabeza hueca  🤨,0,0,1
3311,@EdgarRomoGDL @Televisa @LigaBBVAMX @MLSes Estas bien idiota!,0,0,1
3312,@LuisGom32653420 @realmadrid @hazardeden10 Estás todo idiota jajajaja,0,0,1
3313,"@jtfranco20 @CelsGenner @DiegoDidago A no esque eres un idiota jajaja y no sabes la regla 12 y las faltas que son sancionadas con tiro libre directo jajaja, pero te digo, soplar no es una jajaja yo no sé para que pierdo tiempo con gente que le gusta el fútbol pero no sé sabe ni el reglamento jajajajaja",0,0,1
3314,"@zootvman @E28637089 @ChumelTorres Pequeño palurdo, yo no te llame idiota, tu sugerencia por otra parte… si, totalmente fuera de lugar.",0,0,1
3315,"Llamándole ""idiota"" a un tipo que le increpó en un mitin, Joe Biden intenta parecerse a Trump, que probablemente será el candidato de los Republicanos, si no se lo impide el poder judicial.

Sin estilo propio, el presidente apuesta por la agresividad de su adversario. https://t.co/aRJD1YKihR",0,0,0
3316,"Lo hago porque ud como todo idiota, hace un comentario en tono de burla, sabiendo que hay decenas de compatriotas niños y ancianos que están corriendo grave riesgo de sus vidas. Solo un miserable como ud se le ocurre un comentario así. Idiota perfumista y muy adulador. https://t.co/NvjcPjTeGA",0,1,1
3317,"@Clitoryx @PaulinaRubioFdz El triple,de idiota!",0,0,1
3318,"@GirautaOficial Boadella siempre ha sido un idiota creído y sin gracia, la verdad. Espero que Tabarnia tenga otro estandarte",0,0,1
3319,@FreddyOliviery Cállate pinche lamehuevos idiota 🖕 https://t.co/zQGiOSt6yD,1,1,1
3320,@FreddyOliviery @UNAM_MX @lorenzocordovav Pinche lamehuevos idiota... https://t.co/zshwLPa8LH,1,0,1
3321,"@irmoralesl ¡Pero que enejada acabas de decir! Como se ve que eres un analfabeta secundario adicionado de idiota social.
Esto es lo verdaderamente ¡INÚTIL! Además dijo que había construido 1,000. ¡Los dos vayan a Shanghái vía Sumatra! 💪 https://t.co/8x9Kbp5hDx",0,0,1
3322,"@brisa7766433br1 @migueldelrioabg no está comprobado. Córdoba no cometió ningún delito, él fue entrampado.  el tipo además no está siendo condenado por eso, infórmese idiota!",0,0,1
3323,@Lotso15270885 @politicosmex @eantonio_rf @liebano @candelarioesca Esta bien pinche idiota el políticosmx como típico pelero pagado.,1,0,1
3324,@Micke43282958 @vichoguate Megaobra como las del idiota del @jimmymoralesgt,0,0,1
3325,La gente es muy idiota al decir privilegios. Pero bueno siempre hay de dos o tres sopas. https://t.co/rapb2H2xeq,0,0,1
3326,"@eledycito @DeNicte Puta, ¿Usted nació así de idiota o se hizo?",0,0,1
3327,@JesusMartinMx @DamianAIcazar @ryo_hermoso @lopezobrador_ @adan_augusto @senadomexicano @GaelGarciaB @diegoluna_ Deberás que este Tipo está Idiota,0,0,1
3328,¿Tendrá idea este idiota que se acaba de quemar a nivel nacional? 🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️ https://t.co/lLkQORAzr8,0,0,1
3329,"Yo lo había pensado, no creo en los estereotipos heterosexuales u homosexuales pero ese cachireco tiene pinta de otra amiga más. Veo su foto y lo puedo escuchar diciendo, estupida, mis calles llenas de baches, idiota. 💅🏽💄 https://t.co/xn6zm7r9x2",0,0,1
3330,Marcos es un idiota,0,0,1
3331,"@MalthusGamba @julioastillero 12 años de Genaro García Luna en direcciones de Seguridad que provocó una expansión del Cartel de Sinaloa al ser socio 
Y la guerra idiota de Calderón,lo único que provocó es que hubiera más Carteles le pasó de noche
Ha de creer que el Ejército afuera por gusto del Presidente 🤬",0,0,0
3332,Lastima que seas un idiota,0,0,1
3333,Estupida mi corazón idiota https://t.co/CuIO3q0EpO,0,0,1
3334,"@a3_anon2 @Libreatodacosta Ahí lo tienes, no lo ven como algo malo, gracias por demostrar que el budismo es suicida

Nunca dije que fuera malo (lástima que ninguna de sus críticas sean ciertas), dije que nace gracias al cristianismo. Idiota",0,0,1
3335,@m_ebrard @s Eres un idiota,0,0,1
3336,"@JTrianaT @civica09 @lopezobrador_ Eres idiota o que?? Deveras no entendiste que dijo que cambio de opinión al darse cuenta del desastre que nos heredaron?? Los periodos más terribles de la historia reciente?!! (Desde el burro,Borolas y el copetes) crees qué haces tuitazo? Jajaj#OposicionEstáTotalmenteDerrotada",0,0,1
3337,@Gus54739520 @jorge26991 @RaulMar77899000 @ElPumachiMX @medranoazteca Ya se le fue el internet a ese puto regio idiota,1,1,1
3338,el ego del idiota de mbappe lo va a acabar. Muy bueno y lo que quieras pero esas son puras mamadas,1,0,1
3339,@acastagne @lopezobrador_ @FelipeCalderon Eres idiota?? Dijo que cambio de opinión al darse cuenta del desastre que se heredó!!! Deveras no sé si son o se hacen!! #OposicionMediocre,0,0,1
3340,@WookieeNews Luck es un idiota pero vale la pena estar en esta película por qué me pagó muy bien George,0,0,1
3341,@lxndx09 Solo llovió idiota no hace frio,0,0,1
3342,Pedazo de idiota copiando mis formatos 🤬🤬,0,0,1
3343,Necesito que la gente en los bancos y lugares similares expliquen las cosas versión idiota porque apenas y soy un ser humano funcional y no entiendo cuando me hablan de pólizas y cesiones y demás cosas así 🥲,0,0,1
3344,Soy demasiado idiota para seguir existiendo,0,0,1
3345,"16 años escuchando sus estupideces, para que hoy venga a reconocer que su némesis @FelipeCalderon, tenía toda la razón.
Y el muy idiota cree que se gobierna con “opiniones”.

#LopezBasuraPresidencial https://t.co/fpTgr6jmMJ",0,0,1
3346,nadie me tiene matriculando en horas de champions… menudo idiota 🤡🤡🤡,0,0,1
3347,Así o más idiota https://t.co/CA9ViRvTtp,0,0,1
3348,@mblakearts @baubourbaki @GabyMeza8 Único forzado de todas las versiones de Batman es el idiota que se ríe como pendejo después de haber matado al joker XD,1,0,1
3349,"@marpec27 @CruzAzul Tenemos a la directiva más pendeja y estúpida del fútbol mexicano, pero no se queda ahí todavía al director deportivo @cordobeslopez solo de adorno y no se diga más al @Potropegaso21 todo idiota metiendo a los más pendejos de titular, es sumamente increíble ya da risa. 🤣🤣",1,1,1
3350,"Que dirán personas como el pendejo de Damian Alcázar, ahora que su presidente está haciendo lo mismo que hace poco criticaban jajajajaja pinche idiota https://t.co/OBYvhzpt3h",1,0,1
3351,"@TiradoOmar EPA succiona penes eso es una coñaza de los enfermos mentales de voluntad impopular 
Como te gusta que te vean la cara de idiota",1,0,1
3352,"@zootvman @E28637089 @ChumelTorres Pues que sugerencia tan idiota, mejor en vez de sugerir exija pero al gob que para eso nos quitan impuestos a todos.",0,0,1
3353,@PabloEchenique Que respuesta tan idiota,0,0,1
3354,@VaqueraUSA deben se nombrados la Generacion Idiota,0,0,1
3355,"Exacto. 
Me estresa tener fe a lo idiota en unos babosos que solo les importa su cuello. https://t.co/a9YxtdNrrq",0,0,1
3356,@chocoingles @JorgeManzaSV @nayibbukele @RomeoHerrera1 Metido SOS. Todas las obras y soluciones de este gobierno te las vas a ir tragando idiota. 👊,0,0,1
3357,"@tobyjrtaber Si le mandas mensajtos a tu otra, tené valor Jr mejor no te la llévese de swetty,  eso es no es see niño pendejo,  eso es no es tener corazón limpio sinceramente solo sos un cobarde que es tan fácil bajarte de esa nube idiota que tenes,  un día basta para sacar perros del templo",0,1,1
3358,@MajoSoberanis @CitlaHM A personas como tú les llaman chayoteros?,0,0,1
3359,"Quiero que las personas que amo sean felices, me quiero comer su tristeza para que no les afecte tanto",0,0,0
3360,"No le exijo a las personas, pero que tal me exijo a mi. 🙂",0,0,0
3361,"TERREMOTO DE MAGNITUD 6,6 DEJA AL MENOS 46 MUERTOS EN CHINA

 Al menos 46 personas murieron, varias carreteras quedaron bloqueadas y múltiples viviendas fueron ""gravemente...
https://t.co/jy8UoXnzLz",0,0,0
3362,"no me busques en otras personas, no estoy en ninguna",0,0,0
3363,"👉 En el ministerio pastoral ""tenemos que hacer buena exegesis de la Palabra (predicación) y buena exegesis de los corazones de las personas (consejería)."" - John Street",0,0,0
3364,Conforman en Mazatlán Comité Municipal de Búsqueda de Personas https://t.co/Taezyjlpi7,0,0,0
3365,"Los doctores no tuvieron clases de ortografía o que???? De la verga su letra, no pueden escribir como personas normales??",1,0,1
3366,A veces hasta a mi misma me sorprende la facilidad que tengo para que las cosas/personas me valgan madre.,1,0,0
3367,"@CarlitoS_lim @talibanmx_ @vijara12 @alitomorenoc @MarkoCortes Ĺos políticos son una desgracia. Ambición y soberbia los definen. Y las personas comunes y corrientes son votos.
 Destruir el  país...=morena",0,0,0
3368,"@silvia028 Yo lo veo más como MALDAD... personas a las que les tengo lástima, que se ocupan de tu vida antes que de la suya.",0,0,1
3369,"Se qué hay personas que no quieren verme prosperar ,pero lo voy hacer porque me da la gana .😎",0,0,0
3370,@Reginaglozano Jajaj hay taaantas personas a las cuales les queda este tweet alv 😂,1,0,0
3371,"No les deseo el mal a las personas que en algún momento me hicieron daño, solo deseo que Dios las bendiga y las aleje de mi vida para siempre.",0,0,0
3372,"Ya le di como a 5 personas en FB la opción ""date un descanso"" 😬",0,0,0
3373,"🚒 #ENTÉRATE: Un vehículo terminó arrastrado por un arroyo de #Loreto, donde se rescataron a 4 personas; un par de ellas fueron atendidas en el ISSSTE &gt;&gt;  https://t.co/Y3uL5pbX6N",0,0,0
3374,"@Daniel_Arrz yo desde hace muchos años caí en cuenta que todos gozamos de muchos privilegios sobre otros, y no esta mal, siempre y cuando no los utilicemos para cagar a las demás personas",1,0,0
3375,@diana87f Le recomiendo satisfacer las preguntas que hagan las personas hasta donde le sea posible y sin arriesgar su seguridad. La mayoría son generosas y se tocarán el corazón.,0,0,0
3376,"@allaboutsebass @YerisAntonio Déjeme decirle que usar un flyer donde la intención en el fondo  es comparar con Hitler es estar muy fuera de contexto. Adonde se está fomentando matar gente, o en mi caso adodne estoy fomentando el odio hacia un grupo de personas?",0,0,0
3377,"@fernandauve Deberías contar, no se vale que abusen de la gente ni mucho menos que pongan en riesgo a las personas. Hazlo! Cuando hables responsabiliza todo lo que te pase a los del Looney.",0,0,0
3378,"se les dijo desde siempre suelten a las personas que Cesia quiere pueden no apoyarlo, pero que necesidad de salir con sus comentarios groseros. https://t.co/CA1PKG3VKW",0,0,0
3379,"@DJDNL7 @akasadtanas @r_aisthesis Claramente ni siquiera lees lo que comentas.
A algunas personas les hace mas falta un libro que una mancuerna o una barra.",0,0,0
3380,"Personas de otros fandoms Dicen cosas de las Sessriners, pero ah, luego andan diciendo que nosotras somos esto y aquello cuando ellas son peores. Así o más hipócritas",0,0,1
3381,"Estrategia de vacunación anti covid en el municipio de #Tepeapulco para aplicar vacuna de refuerzo a personas adultas mayores de 60 años y la primera dosis a mayores de 18 años.
Se aplicará el biológico de #Cansino. https://t.co/3LV06RyqEt",0,0,0
3382,"@AnaLuis67446266 Pues aparentemente para este tipo de personas tiene todo que ver, son los únicos argumentos con los que llegan para defender a su mesías. Tipo te enseño la lengua en medio del patio de la escuela.",0,0,0
3383,"#ATENCIÓN 
#EsFalso que la familia del adolescente, que murió ayer electrocutado en #Reynosa, esté pidiendo dinero para el funeral‼️ No se dejen engañar por personas sin escrúpulos. 

#GandiagaNoticias #Mexico #Tamaulipas https://t.co/5iBiRJIsfz",0,0,0
3384,"#Alerta En #Toluca casi 100personas han sido afectadas por uso de arma de fuego
Para erradicar la incidencia y circulación de armas autoridades llaman a participar en el programa #CanjeDeArmas
📍Plaza Fray Andrés de Castro hasta 17 de septiembre @SS_Edomex
https://t.co/8LPMAfZiw1 https://t.co/yFQVSGrqRL",0,0,0
3385,Las personas son tan malvadas 💔,0,0,0
3386,"#MNTUX | #REGIONAL 

👩🏽‍🍳 En Tantima opera un
Comedor Comunitario a cargo del sistema DIF, el cual ha cobrado popularidad entre la ciudadanía por ofrecer recetas típicas con costos de recuperación, entregando además alimentos sin cobro algunos a personas de escasos recursos. https://t.co/a52j5eYL48",0,0,0
3387,"CNN está reportando que estudios a gran escala de personas en los Estados Unidos e Italia han encontrado que los alimentos ultraprocesados están relacionados con el cáncer y la muerte prematura.

Esto fue publicado en la revista médica británica The BMJ. https://t.co/6q1qyDrevM",0,0,0
3388,Asegurar la diversidad étnica y racial de las personas que participan en ensayos clínicos es fundamental para aumentar la comprensión sobre la prevención y tratamiento de las enfermedades. #TamizInformativo: https://t.co/R3ky0zwc18,0,0,0
3389,"Matan a PUÑALADAS a 10 personas en Canadá

https://t.co/rDADhInfO2",0,0,0
3390,"#HCHINTERNACIONALES | Al menos 65 personas fallecieron después de que un terremoto de magnitud 6,8 sacudiese este lunes al mediodía la provincia central china de Sichuan, según el último balance de víctimas ofrecido hoy por los medios locales. https://t.co/6A4cGi9P58",0,0,0
3391,"@alepowerr Lo que más rescato de todo esto, es
el cariño que Cesia le tiene a
Andrés y refleja que es algo incondicional♥️
Como se dijo anteriormente ella defiende a los que más quiere, ambos son personas extraordinarias, con un corazón de
admirar 🐼🦁♥️",0,0,0
3392,"El Gobierno de México, ante el huracán Kay, pidió a la población extremar precauciones y atender las recomendaciones de Protección Civil #huracankay 🌀 🌧 

https://t.co/wU1vc4fvdn",0,0,0
3393,"El Gobierno de #Nicaragua, por medio de una misiva condenó el vil atentado realizado frente a la embajada de Rusia en Kabul donde resultaron 10 personas muertas. https://t.co/tjb24e0cj0",0,0,0
3394,"#INTERNACIONALES / Dos personas, de un grupo de migrantes, son apresadas al llegar a Puerto Rico

#Departamento19HN

https://t.co/VfYcYjjAf5 https://t.co/uKVXkhqhZo",0,0,0
3395,"Las políticas de Salud pública de un país se deben basar en criterios científicos comprobados, y no en opiniones. Estamos hablando de la responsabilidad por las vidas de las personas.",0,0,0
3396,"Si observas personas o vehículos sospechosos no te arriesgues, comunicarte al 911 o 072.

¡Ahora nos cuidamos juntas y juntos! https://t.co/gcbRO9t2ao",0,0,0
3397,Las discusiones de estos últimos días podría resumirlas en un desinterés en el respeto a los derechos humanos. 🔴 A la historia pasará que las instituciones del Estado mexicano vela por intereses políticos y no por el de las personas que vivimos aquí.,0,0,0
3398,"🏥| Flores, velas, un moño negro y una bandera de México fueron colocadas en las puertas de la clínica 5 del IMSS Tula, donde la madrugada del 7 de septiembre del 2021 fallecieron 16 personas derivado del desbordamiento del río Tula en el centro del municipio

📹@janzenil https://t.co/lqI8T0PNpf",0,0,0
3399,Pongo que no está mal el pelo largo en los alumnos y brincan chingos de personas a comentar jaja,1,0,0
3400,me pone muy feliz ver a personas que no veía desde hace mucho y notar que les va muy biennnn💗💗💗,0,0,0
3401,".@MarcosAguilar, vocero de @AccionNacional, denunció que, debido a la prisión preventiva oficiosa, existe una gran cantidad de personas inocentes olvidados en las cárceles del país, misma que fue aprobada por Morena. https://t.co/LArH2in7dC",0,0,0
3402,@ldinerosdinero Siento que las personas que critican son a las que llevan a un cerro a coger y hasta sin cenar las dejan 🤣,1,0,0
3403,*se me fue repetido personas y por eso está llorando una fascista y cachireca.,0,0,1
3404,"#Convocatoria |📑@EducacionIbero y CEA-MOPE convocan a personas interesadas en temas educativos a enviar sus propuestas para integrar el Vol. LIII, No.3 de la @RevistaLatinoa1.'Experiencias y prácticas educativas interculturales'. 

👉Convocatoria: https://t.co/oczGq3ISsj https://t.co/LtgVtbEANg",0,0,0
3405,"Personas sordas de La Habana en el centro de una jornada mundial
https://t.co/pW11QEnB7S https://t.co/sQz5YJvGS1",0,0,0
3406,"#SaludyBienestar 
La música puede mejorar la salud y la calidad de vida, en un artículo publicado en el Journal of the American Medical Association Network Open se divulga que 26 estudios  concluyen que la música optimiza el estado de ánimo y el bienestar de las personas. https://t.co/p8JglRYnai",0,0,0
3407,"#Puebla | El Toque Fest tiene el objetivo de promover espacios libres de prejuicios, donde las personas usuarias y no usuarias de esta hierba, intercambien ideas. ¿Quieres saber más?

https://t.co/xya4P1KWZe",0,0,0
3408,"¡Hacemos un llamado a las y los médicos y el personal de salud!

Hoy volvemos a alzar nuestra voz por todas las personas con #FibrosisQuística. Acompáñanos en la marcha #FQTratamientoYa este 10 de septiembre.

¡Esta lucha es de todas y todos!
#FQ https://t.co/E4cMBlyDdB",0,0,0
3409,"@JazzChocolate Como si lo hubieran planeado tantas personas y empresas que nada que quieren asumir su #responsabilidadclimática 

Cuídate 💜",0,0,0
3410,"#Puebla | #LoÚltimo El presidente municipal, Eduardo Rivera, anunció la donación por parte del Club de Empresarios de Puebla, de un vehículo para apoyar al programa Médico Contigo, en beneficio de adultos mayores y personas con discapacidad. https://t.co/LakIoojGgE",0,0,0
3411,@BuhardiMarvel No creo que los misóginos amaran más a Carol si existiera en el mundo real que en al pantalla.  Probablemente encontraría una oposición similar del mismo tipo de personas. https://t.co/w9jy8N0ONx,0,0,0
3412,"@AlexaGomezDos Claro que en Venezuela si sucede, cuando manejo y hay lagunas en la calle y personas caminando, trato de pasar lo más lento posible para no mojar al transeúnte",0,0,0
3413,"Ya nos rajamos?
No íbamos a organizarnos para revisarla y asegurarnos del respeto de nuestros derechos y que no nos metieran cualquier cosa?

Qué pasó #NL #NuevoLeón ?
Tengo 5 personas en el Telegram que sí respondieron de más de 80 que dijeron ""jalo"". https://t.co/xSSk6O3xiq",0,0,0
3414,Manual 2022 – Casos prácticos de ISR https://t.co/mIRcD8tI5t Incluye el tratamiento fiscal en el nuevo Régimen simplificado de confianza de personas físicas y morales.,0,0,0
3415,"#justicia | Desde el inicio de la pandemia por Covid-19 quedaron suspendidas las actividades en beneficio de la preliberación a cambio de trabajo social ⚖💪. 
https://t.co/PH8ZBaAzsl",0,0,0
3416,"@_Santidomwelsh Ojalá muchas personas supieran lo que es ser empatico, y el lugar de dedicar tweets con indirectas, se pusieran en el lugar de la persona que se equivoco y lo ayudarán. Carecemos de eso, por eso existe el hate, igual sabemos tu corazón santi y ya aceptaste que fue un error💛",0,0,0
3417,"#CDMX Al menos siete personas lesionadas,es el saldo de la volcadura de una camioneta del transporte público en la alcaldía Coyoacán https://t.co/aEEadQAe7u",0,0,0
3418,"#Meditación SAN LUCAS nos narra que Jesús pasó la noche entera en oración antes de elegir a sus apóstoles. En los momentos previos a varios sucesos importantes, vemos al Señor acudir a ese diálogo personal con su Padre. https://t.co/ARuxuyzpBA",0,0,0
3419,@DiosUneSusHijos Amén  mi Dios  padre  🙏🙏,0,0,0
3420,"@eperedog @TrenMayaMX Que buen viaje, que padre",0,0,0
3421,@snoopy_ricardo Jajajaja te toco ver como tu padre levanto la copa en tu cara y con uno menos jajaja los enanos nunca crecen,0,0,0
3422,"@aXoZerr @auronplay Nooooooo, que son padre e hijo, paren 😭😭😭😭",0,0,0
3423,@Calihaug Mae ocupo el video de aquella con el “me cago en dios y en mi padre”,1,0,0
3424,@luireed @HectorAtarrabia ¿y quien impulso y aplico la Prisión preventiva? a webo CALDERON su mero padre mascotas,1,0,1
3425,"▪ Marcos Alonso (padre): 1982 - 1987.
▪ Marcos Alonso (hijo): 2022 - ....

La historia se repite. HEREDERO BLAUGRANA. https://t.co/4okfuh7rQp",0,0,0
3426,"""Y Jesús reza: rezó y sigue rezando por la Iglesia. Así que la piedra angular de la Iglesia es el Señor ante el Padre que intercede por nosotros, que ora por nosotros: nosotros oramos a él, pero el fundamento es él que ora por nosotros"".
#PapaFrancisco https://t.co/vmsCuZOC8q",0,0,0
3427,serían yo yendo por un cuernito alfredo despues de una rutina bien padre en el gym ????,0,0,0
3428,"#Dios_Padre
Bendito sea Dios, Padre de Cristo Jesús, nuestro Señor, por su gran misericordia. 
Al resucitar a Cristo Jesús de entre los muertos, nos dio una vida nueva y una esperanza viva
(1era Carta de Pedro)
https://t.co/lQLWwgMWaA",0,0,0
