Column1,Groserias,Vulgar,Agresivo,Ofensivo
2849,"Como puede competir una melodia de Jose Luis Perales con una de Badd Bunny? nunca! el conejo representa la vulgaridad, el perraje, mientras Perales el amor, el romance, lo dulce y lo bello de la vida. De estar en mis manos, elimino esa musica tan horrible!",0,0,0
2850,"@cfalcon3112 ¡Bien hecho! 
Siempre me ha parecido que eso de llenarle cara de torta al cumpleañero es de GENTE MARGINAL, PERRAJE clase 3.",0,1,1
2851,"@hljohan El colmo general es que la ciudad está sin gasolina, y las que tienen solo quieren surtir a los militares porque están los juegos de guerra, militares ciudadanos de primera y el resto es el perraje, no respetan a los ciudadanos. Aparte que no dicen que sucede con la gasolina",0,0,1
2852,"@FarandulerosVe Creo que Amanda es genuina, se viste con lo que se siente bien y es lo importante... No le hace falta estética porque tiene substancia... Tenemos que sacarnos el chip de que el MU es glamour, eso es un perraje actualmente! Incluso pienso que ella es demasiado para ese templete...",0,0,1
2853,"@Javierc85534731 Ciertamente, los adecos y copeyanos eran ladrones, pero sólo los cogollos, el perraje no podía robar, cualquier enfermero, operador, almacenista, aseador o empleado subalterno terminaba en PTJ preso X robar bienes nacionales. Hoy todos roban Xq Venezuela es roja, y les pertenece.",0,1,1
2854,"@josecmarind Justamente Xq no pueden ir a Miami, la traen a Vzla. pero sólo para ellos; el perraje q, los llevó al poder y q ya no necesitan, no pueden entrar a esos sitios, y si entran no pueden comprar nada. Capitalismo salvaje para ellos, hambre, miseria y occisos X mengua, para nosotros.",0,0,1
2855,"@GuaraCuchaFE @RamonBernis Lo peor es que el perraje de los policías y militares, se conforman con poder matraquear para medio vivir… los grandes son los que ROBAN A MANOS LLENAS!!",0,1,1
2856,@hernancadavidma @MauricioLizcano Llegó el perraje,0,0,1
2857,cómo una personilla te puede dar tanta paaaaaz&lt;3&lt;3&lt;3,0,0,0
2858,@phillbarrera Una Personilla,0,0,0
2859,"@VatoPensante @MalenaRA En mi opinión son dos cosas:
1.- Cortina de humo, distracción para generar controversias y desatender lo importante que ya se le escapó de las manos desde hace mucho.
2.- Culpar a otros -como siempre-, «pateando el pesebre», atacando la inversión privada para imponer su solución",0,0,0
2860,@ChumelTorres Como? Se le acabó su beca o por qué anda pateando el pesebre? 🤔,0,0,0
2861,"@huerta_cesar @ASMexico La mentira se acabó, no invaden ni los lonches el pesebre",0,0,0
2862,"Casi no me chuleaste mis uñas:((((

-perdon te compré un lonche del pesebre&gt;&gt;&gt;&gt;&gt;&gt;",0,0,0
2863,"#Columna l Como se lleva a cabo la prueba de Walker

https://t.co/cBuLmfjJ0T",0,0,0
2864,@zolliker La forma en que patea el pesebre este gobierno es increíble. Quiero ver que el mal chiste que hoy es COFEPRIS los regule.,0,0,0
2865,Que ganas de un lonchecito del pesebre.,0,0,0
2866,"🍃 La Enredadera 
✅Adriana Márquez está dando patadas al pesebre
✅Amalia García da cátedra de diplomacia
✅Dante Delgado no le cierra las puertas a Ricardo Monreal
✅Saltan otros inconformes contra Bernardino 
✅Arturo Nahle le entra a los congresos
https://t.co/TqvtiTzzri https://t.co/F8OQEvvRN5",0,0,0
2867,@charrosbeisbol #OctubreLegaYa @charrosbeisbol y lonches el pesebre con unas cervezas,0,0,0
2868,"@epigmenioibarra Que manera de mamar el pesebre, ya siéntese señora defensora, de qué tamaño es la dieta que lleva su hijo que ya parece que se comió medio presupuesto y su out fit muy lejos de la austeridad franciscana que pregona, ahí no hay comentario o sólo para el INE?",1,0,1
2869,@charrosbeisbol @PabloSn43707275 vamos por unos lonches del pesebre 🥳,0,0,0
2870,"@aanorza @kiyoshikiyota Si vienes a #LaCasaDelCampeón🏟🤠🙌🏻, hasta a ti te invitamos un pesebre😎🔥",0,0,0
2871,"@EdicsonMachado aqui casi todo el año se les ha pagado a los jugadores, antes no hacian tanto drama, el jugador de hoy en dia es un pesetero, no suda la camiseta y por todo quiere cobrar premios",0,0,0
2872,Tremendo pesetero y la mamá no se queda atrás 😂 https://t.co/5SSJBXiJQo,0,0,1
2873,"Por pesetero, bien merecido lo tiene jajajaja. https://t.co/XnpQbWABEl",0,0,1
2874,"A qué vino? Pues a buscar billete, dólares, no es más pesetero porque se muere. Con el monton de pendejos que hay aquí de memoria corta y que no leen ni las indicaciones de un medicamento, que se podía esperar? https://t.co/OI3ipahmqf",1,1,1
2875,¿Que pasó pesetero? ¿Ya no eres feliz en tu jaula de oro? https://t.co/ApIGpbxBvN,0,0,1
2876,@AngelMartinC @Jalv_86 @SaraSalamo @isco_alarcon Seguro muchos más que tú mugroso equipo pesetero que la alegría más grande en años es fichar a Isco jajajaja,0,1,1
2877,@YihiRM que se joda ese maldito pesetero,0,1,1
2878,@j_IgnaciDelgado @Manu_Sainz Si eres madridista hay que ser muy cara dura para llamar pesetero a alguien que dió lo que dió en el club como Cristiano ... aunque comparto la opinión de que el mismo se ha buscado lo que le está pasando al tomar malas decisiones en lo último de su carrera,0,0,1
2879,"Mike, merecido, no como el pesetero de Donnaruma https://t.co/H2fr8ANzQI",0,0,1
2880,"🎶 THEWHITE, PESETERO, OJALÁ TE CULIE UN NEGRO 🎶",1,1,1
2881,"@SOYMIGUELLAGO @RCCelta Que pesadilla es Rafinha para el club. La mayor parte de los aficionados NO lo queremos de vuelta, nada más es otro pesetero como Denis, Sr. Lago.",0,0,1
2882,Como está el pesetero en esta isla 😂 https://t.co/Q7S7g2d8SW,0,0,1
2883,@blasbaires Yo caminé x Rivadavia desde Larrea hasta av de Mayo y Lima.. por cada petardo mi hija saltaba de miedo. Me falto el bombo!,0,0,0
2884,"@AdriRM33 @hazardeden10 Troncazo, dejar ir al de 50 goles por temporada por este petardo y lo seguimos esperando ????!!!!!",0,0,1
2885,@Arouet_V @LaydaSansores @DeniseMaerker @lopezdoriga @lordmolecula ElOvario cree que falló el petardo... Cuál petardo Ovario?  JAJAJAJAJAJAAJAJAJAJAJAJAJAJA,0,0,0
2886,"@manuquebradito @Gilbert21569054 @vaannegutierrez @ElchilenoMX @edutorresr Puse uno de los que más risa me dieron en su momento, pero así hay miles, hasta viudas dejó el petardo.",0,0,1
2887,"@RusoZamogilny @RusoZamogilny mi estimado Ruso te mando un abrazo,fíjate que cuando Chivas compro a Uriel Antuna lo mencioné""Antuna va a ser un petardo en Chivas,los robaron"" hoy te digo Uriel Antuna es y será un petardo en Cruz Azúl "" para mí Antuna es el jugador Mexicano más sobrevalorado",0,0,1
2888,"Fallo el petardo de la che Layda Sansores @LaydaSansores contra Denise Maerker @DeniseMaerker y López-Dóriga @lopezdoriga. El audio no prueba nada y, sobre todo, no hay testimonio de preguntas cómodas. Preguntas cómodas las de @lordmolecula o aplausos los del tonto de YouTube.",0,0,1
2889,"@j_orge___mun @enrique51224841 @SancadillaNorte Funes en bajo nivel, janssen pues ya sabes, Campbell petardo, ahorita si traen delantera .",0,0,1
2890,"@PumasMX @diogodob Y luego? Esperemos tenga bien guardadas esas vacaciones en Barcelona y las fotos con Xavi, pinche petardo",1,0,1
2891,"@DaleAzulyOro Este petardo no se porque lo alaban tanto si es un pendejo, es increíble que siga siendo titular.",1,0,1
2892,@uazules_ 8 jornadas para traer a este petardo… y todavía lo tratan como fichaje bomba.. sin palabras!!!,0,0,1
2893,@Hablemosdelazul @funesmoriofi25 @CruzAzul Pan con lo mismo… metió un gol pero permitió dos. Ahora cualquier petardo que llega al club lo tratan como ídolo.,0,0,1
2894,@A_EsparzaOteo Que velocidad… jornada 8 y aparte para traer puro petardo y desechos de otros clubes.,0,0,1
2895,@prensacom @dalia_pichel En Honduras la presidenta usa 15000millones de lempiras unos 700millones de $,0,0,0
2896,"Los amantes del Loroco tienen una cita en Pizza Hut. 😎Después de una chamusca con tus amigos, disfrutar una Pizza Mediana de Loroco + palitroques + nudillos de caramelo + pichel de soda por tan solo Q165 es el mejor plan. https://t.co/Tze4ZX6OuS",0,0,0
2897,Unas boneless y un pichel de Heineken para reiniciarme la vida,0,0,0
2898,"No estoy a favor de que el gollo y Monge quieran hacer pensar que las mamás quieren una nueva cocina o una lavadora…

Peroooo… para mañana me vendría bien una aspiradora y pichel eléctrico 😅",0,0,0
2899,"A estas alturas ya necesitaría un pichel de café para sobrevivir los días, pero con 1 tacita vamos",0,0,0
2900,El pichel que llevó la Malú en clases https://t.co/wxGiNzEdis,0,0,0
2901,@DeMemoria un pichel y sus vasos,0,0,0
2902,@prensacom @dalia_pichel 1.7 millones???? En Honduras el mismo proyecto en el estadio Ceibeño nos costó 1.4 millones pero de lempiras. 1$=24.52 L,0,0,0
2903,@elelias__ Es pizzas o un pachon o pichel :(,0,0,0
2904,"Todo mundo se está casando 💍
y me dan ganas de un quesillo doble con un pichel de cacao🥺",0,0,0
2905,"Los amantes del Loroco tienen una cita en Pizza Hut. 😎Después de una chamusca con tus amigos, disfrutar una Pizza Mediana de Loroco + palitroques + nudillos de caramelo + pichel de soda por tan solo Q165 es el mejor plan. https://t.co/GH7BHYQeT4",0,0,0
2906,@LuisRonaldMesen Desde 1987 la nación se vendía al mejor postor. Con ese pichel Desanti 😂 y la hija le salió con el mismo tarro,0,0,0
2907,"@Amadoelquelolea ESTA COSA ES LO Q DEFIENDE °PIGMEO IBARRA°
EL KaKas #LopezEsUnPeligroParaMexico. *PRESIDENTE TERRORISTA*
👇👇👇 https://t.co/aZoP78ityq",1,1,1
2908,"@catrina_nortena @epigmenioibarra Jajajaja. Números reales frente a porcentajes manipulables. como el e pigmeo este ya está igual de loquito que Lopipitos pues ya no sabe qué decir.
Estos de la actual mafia del poder no aprendieron argumentación ni estadística ni plastilina en preescolar.
Son locos e infantiles,",0,0,1
2909,"@epigmenioibarra @Radio_Formula @CiroGomezL Tu coprolalia es inútil , todos saben que eres un chupagaitas  subnormal,,,,acudir a este programa sirve para que cada semana más mexicanos se den cuenta de tu cerebro pigmeo.",0,1,1
2910,"@CiroGomezL @CarlosLoret @RicardoAlemanMx @JLozanoA @LillyTellez me revuelve el estómago ver y escuchar al nefasto PIGMEO!…entiendo q invitan a esta piltrafa para generar polémica y rating, pero le da en la madre a la calidad del programa",1,0,1
2911,"@s_sordo @maguto63 El chayotero pigmeo tiene una realidad pigmea, tergiversada, perniciosa, parcial, objetable y mercenaria! 
🤬🤥🤥🤥",0,1,1
2912,"@epigmenioibarra A ti con tu becota también te deberían entambar, pigmeo, pigmetin, @epigmenioibarra",0,1,1
2913,"@esjoksan @juanpabloislasl @velourlemonade @Myriboquitas @MelissaPurrs Naa, es lástima y tú lo sabes, así cómo la que Solin le tuvo y la invitó; pero ahí va a cogerse al headliner y lo lastimó en el corazón, pero si, la morra quería una oportunidad en intercambio de nalgas y no le salió porque agarro al pigmeo ese ahogado...",1,1,1
2914,"@VMonteeo ¡Presente!
e pigmeo, uno de los bloqueadores profesionales de twitter, cuando le estrellamos en plena cara sus verdades.
Pero puès si ¡cláro!...
Alguien que se lo diga... https://t.co/vmlK5aGkv9",0,0,1
2915,"@DamianAIcazar @epigmenioibarra Solo que todos los líderes fueron detenidos por la oposición, y en esta administración no han detenido un sólo pez gordo, pura tropa y eso es valor entendido dentro de los convenios , así que dejen de mostrar su ignorancia tanto tu como el pigmeo ibarra",0,0,1
2916,"@_VicenteSerrano @lopezobrador_ ¡Cállate palero redondo!
Por donde secte vea, se reconoce tu pusilánime abyección, nivel attolini, chapucero, molecula ""lovrega"" hernán gómez, fabrizio, monero hernández, e pigmeo ibarra
mendieta, estefanía velóz, rochita ""periodista"" genaro lozáno y mas, de toda esa fáuna servil https://t.co/5B96wdaoG2",0,1,0
2917,@epigmenioibarra Es peor. Pero tu eres un Pigmeo enano y cobarde.,0,0,1
2918,@SergioSarmiento Ese pigmeo es un apologista del narco https://t.co/SEg3bjAPVM,0,0,1
2919,"@josesanclemente @boye_g @Guerraeterna @eldiarioes La monarquía española lo que representa es la pijeria en su más alto grado. Siempre sonriendo como ""pendejos"" (así se dice en México ) ""gilipollas"" (en Spain). Hacen ver que trabajan viajando mucho y hablando idiomas pero son unos impresentables.",1,0,1
2920,"@POLITICOHN504 Jajajajajaja.. Te faltan un pijo ahí, también un buen número de personas que no están de acuerdo con tu gobierno q pesar que votaron por ustedes. En resumidas todo el que hablé mal y critique es cachureco 🤣🤣🤣🤣🤣🤣🤣🤣🤡🤡🤡🤡🤡🤡",0,0,0
2921,"El #Lobby #jipi #pijo #ecofriendly es un mal de el primer mundo 🌎 
#mafiamediatica https://t.co/2ZS81AnOIX",0,0,0
2922,@Iszaako Me suena a niño pijo,1,0,0
2923,Me crucé la ciudad con un pijo de tráfico pero se logró https://t.co/UtKqIibayX,1,0,0
2924,De pijo consentido a kinki malrollero,1,0,0
2925,@rockyamistad pero como voy a ser pijo cuando has visto tu a un pijo en fabrik,1,0,0
2926,@diSerPieroD @ElTioOliver1 @WhisperOfFreedm @AbelCartaya En mi vida he escuchado un holguinero decir “lagartija”. Pijo que eres. Eso se llama caguayo y punto. Baiz.,0,0,0
2927,@Roberto_DubonSV Pijo de Vagos en la UES!!!,1,0,1
2928,Porque sigo a un pijo de serotes que no me siguen?,1,0,1
2929,@Martablopez Si Marta. Yo lo que hago es lavármelas con fayri. Al que no le huelen es al pijo del Vicepresidente de Castilla y León @juangallardo. Ese pijo debería meterse en un EPI durante horas para dejar de escupir tonterías por su boca de niño rico. Que asco de ser.,1,1,1
2930,@DonDevaluacion @Franelitas007 Ella se fue con un niño pijo?,1,0,0
2931,@DanieTurner7 62-62 y tres expulsados de tigres el piojo se encuera al ultimo gol,0,0,0
2932,Que guapo pinche vato Perfecto,1,0,0
2933,"@_VicenteSerrano @PelonGomis @maxwoodside @Radio_Formula @alitomorenoc Sigues chillando pinche panzón?? No procedió tu teatrito todo pendejo, ya déjalo pasar..",1,0,1
2934,"Asquerosísimo. Híper calórico, del sodio ni hablamos. Y el pinche cucarachón junto la fibra azul? Que pitos toca o que? https://t.co/jYC3fgiuG1",1,0,0
2935,@jocgvm Ya vamos al pinche cine a verlas weeeeeee!!!! https://t.co/T2dqBH6TND,1,0,0
2936,"Putos regios, que se creen esos hijos de la gran puta? Jajajaja pinche raza mamadora que existe por allá https://t.co/xX8PZEqjmq",1,1,1
2937,"@moniirubio Me metí a las respuestas para ver si había puesto a que cosas hacía referencia para decir ""si cierto"" o ""se esta mamando"" y no halle nada jajaja tienes algún conocido que nos de ejemplos? Solo se me ocurre el pinche calor y los traslados.",1,0,0
2938,@kikecruzcruz1_ @GallitoVip Mi error bro justamente ayer con el atlas  mi análisis me daba juarez gana o empata pero mi pinché fidelidad me obligó a meter Atlas gana,1,0,0
2939,@panaclo Pinche vieja culer@,1,0,1
2940,aviénteselo x favor y si se enoja pues pinche chango mamón https://t.co/zzNj7vkHFS,1,1,1
2941,"@RespondonaYQue Pobre cabron! Típico wey mancillado buscando causas ajenas.

Habiendo tanto pinché espacio, a webo a quererse chingar lo de los demás.",1,0,1
2942,"@quiquelomeli Hasta ahorita, y mira que han hecho vilezas, es de lo más deleznable que han manifestado. No te confundas, no se está defendiendo el derecho a la salud privada; se está evidenciando como nunca ese ruin desmantelamiento al que te refieres. Qué pinche impotencia.",1,0,1
2943,"@alenoruega Yo estuve allí, pocos (puro pinche mediano) abucharon al silbatazo, pero varios aplaudimos al final. Lo de siempre estuvimos, estamos y estaremos.",1,0,0
2944,@pintamonas @soysauuce @ximenaapisdorf Yo también creo que este puede ser el más famoso 😍,0,0,0
2945,Que asco me dan los listos como este pintamonas que se cree ya famoso por salir dos dias en TV https://t.co/oHhNCZruox,1,0,1
2946,"@Maldini24876685 Xavi no sirve ni como gestor, como lo fue Valverde, y mira que me parecía un mal entrenador, Xavi me parece un pintamonas más, plano, sin carácter, sin valentía, sin huevos. A Setién lo echaron por ponerlos a entrenar.",1,0,1
2947,@ferheckler @estebaninv Se podrá defender que también hace falta industria en la ciudad sin necesidad de justificar al pintamonas que ha firmado de un monumento histórico. Leed lo que escribís que no tiene pies ni cabeza.,0,0,1
2948,"@estebaninv Y por último… no hay una sola razón que justifique el ataque a un monumento protegido, ni una sola y eso basta para hacer que no me calle jamás ante las agresiones al patrimonio por parte de los pintamonas ególatras y marranos en general.",0,0,1
2949,"El Puentico de #Pinilla no sólo ha sufrido el ataque de los pintamonas, también los marranos que consideran que cualquier lugar es bueno para tirar escombros y que han querido dejar su sello en el entorno. #Zamoraentuits https://t.co/705UP0dTJR",0,0,1
2950,Hace unas semanas un pintamonas decidió que este bien protegido era buen lugar para hacer una firma. El proceso de deterioro sigue… #Zamoraentuits https://t.co/RJPB6LsmR2,0,0,1
2951,"El “puentico” del barrio de #Pinilla en #Zamora, un monumento protegido que sufre el ataque de los pintamonas y el olvido de los que mandan. ¿Quieres saber un poco más de este lugar?  ABRO (mini) HILO #Zamoraentuits https://t.co/HxfPTCIVQc",0,0,0
2952,@mur_almu @pintamonas Es hermosa. Sin duda Brad debió disfrutar mucho cuando estuvo con ella. Es hermosa.,0,0,0
2953,If Ü like piña coladas.,0,0,0
2954,@i_amlola80_s No me gusta la piña🤷🏻‍♂️,0,0,0
2955,otra vez me acabé toda la piña lo que uno hace por los gays,0,0,0
2956,"@RubbyCobain Con una explosión a cada rato. Ah, hace unos días los buhoneros que venden dentro del metro se cayeron a piña... Para no decir otra palabra",0,0,0
2957,"Qué fin de semana se viene: Clásico regio, más tocamos en  Tecate Food Truck Fest en Fundidora, el domingo en el Homenaje a nuestro Celso Piña y luego el estreno de #HouseoftheDragon 🔥🔥🔥🔥⚽️🍔🪗🔊🐲🍻⚔️",0,0,0
2958,@OterosPizza ¡La piña! 🤦🏻‍♀️ ¿Todo bien en casa???? 😅,0,0,0
2959,"@EDSONZUNIGA @pepesegarra @acervantes_ estorvantes solo una aclaración ya no se llama ""CELSO PIÑA"" ahora es ""CELSO TEPACHE POR QUE YA SE FERMENTO"" 
🍍🍍🍍🍍🍍🍍🍍🍍🍍🍍🍍🍍🍍🍍🍍🍍🍍🍍🍍🍍🍍🍍",0,0,0
2960,"Y si no te gusta la pizza con piña, ÁNDATE A TOMAR POR CULO.",1,1,0
2961,@dianacardoza_ Vape de piña,0,0,0
2962,"Ya son las 3:15  y yo llegando a pegar oreja con los viejitos locos de @e_deportivo de la tarde @pepesegarra @acervantes_ @EDSONZUNIGA @politoluco
Échense unas cumbias del buen Celso Piña",0,0,0
2963,"Nos mudamos y como aquí esta nuevecito y las paredes son blancas, cada que volteo a ver la terraza desde el ventanal siento que estoy de vacaciones y quiero como bajar a la alberca con una piña colada en la mano… Andar trabajando en bermudas y sandalias refuerza la ilusión 😂",0,0,0
2964,"Este 21 de agosto recordamos a Celso Piña en la Explanada de los Héroes.

¡La entrada es gratuita!

📅 21 de agosto | 🕖 7:30 p.m.

#CulturaNL https://t.co/PPTzL7Gn3x",0,0,0
2965,@efrenromero2002 Y al Piporro,0,0,0
2966,"Tengo que ir por las del Piporro y un sombrero, comper. https://t.co/12sPzPt5fX",0,0,0
2967,"“Cómo actriz lo más difícil fue actuar con el Piporro”, La Roña revela cuál fue la escena más complicada que tuvo que hacer. 

#SagaLive con @Adela_Micha https://t.co/DZBFrE1KWE",0,0,0
2968,"Cómo dice piporro, gente batallosa nunca ha de faltar",0,0,0
2969,@frescoyseco Y las de el Piporro,0,0,0
2970,@Toro79S piporro,0,0,0
2971,@MuroFabian el grito del piporro 🤠,0,0,0
2972,"@infobaemexico Oye remedo de piporro @damianzepeda , eso en sexenio pianista y Calderón eran llamados... daños colaterales, y hoy le dices terrorismo?. Como ha cambiado tu percepción , que hipócrita,  falso y mentiroso.  Es por eso que nadie los toma en serio y por lo mismo no tendrán el apoyo. https://t.co/Nt6mcU7HG9",0,1,1
2973,"Tqm Adrian Marcelo, eres lo mejor que ha parido este Nuevo León desde Piporro. Aunque chinga tu cola porque seguro no me vas a contestar porque no soy una trapos morados ni nada de esas mensas. https://t.co/a6Jw3zWk5c",1,1,1
2974,"@Iteinflammateo1 A mí me gusta pasiar de noche jajaja

Me gusta Pink Floyd, Scorpions, Metallica, Guns and Roses, U2, Antonio Aguilar, Norteñas Viejitas (canciones 😅), el Piporro, Pedro Infante, Javier Solis, Jorge Negrete, los Acosta, los angeles negros, los terricolas, ¿Que tiene? 🤭😬",0,0,0
2975,@andresguzbj Piporro,0,0,0
2976,"@VictorM90AL @NameSearch_ El cine como arte llegó a su apogeo con el estreno de ""El Diablo, el Santo, y el Tonto"" con la actuación estelar de Vicente Fernández y el Piporro.",0,0,0
2977,@OrlandoRn9 @_jaeel Cállese viejo pirujo,1,0,1
2978,Lo mismo con los jotos que embriagan heteros para abusar de ellos. https://t.co/SEf1m65mdd,0,0,0
2979,@EmilianoChapa8 Que pirujo amigo,1,0,1
2980,Soñe que estaba perreando bien cerda y deliciosamente,1,0,0
2981,Ya a mi edad andar de pirujo se ve como un gesto inmaduro...,1,0,0
2982,"Tipo de pan:
- Pirujo",0,0,0
2983,Ni siquiera estado soltero ando de pirujo :v,1,0,0
2984,@VitraAzara Un poco de dopamina y pa'lante,0,0,0
2985,"@galaxik42 Es un privilegio exclusivo de pocas, a saber de lo pirujo del invitante.",1,0,0
2986,Así mi semana https://t.co/eddwy2euK4,0,0,0
2987,No puedo creer que ese pastel me diera agruras.,0,0,0
2988,Si funcionó. Ya andamos al 90% https://t.co/EFx2E9ozlX,0,0,0
2989,"@Gin_pisco @fernandlxs17 Y así serán la mayoría. Si este tipo de series no es lo tuyo, pues es mejor no verlas ;3. Lo digo, porque si no terminarás odiando algo en vez de que te guste xd",0,0,0
2990,"@OjitoPastelitoM @Gin_pisco @ChrisGa1999 @Aquiles_kuento_ @MasculinismoLi1 contrario a lo que tú crees, ni soy conservador, y no es como que tenga que aceptar dicha ideología para aceptarme a mí mismo 😂. De hecho gracias a ""los conservas"" me di el valor de salir del armario, ya la cuestión de enfrentar a Los LGBT es cosa mía 👌🏼",0,0,0
2991,"@OjitoPastelitoM @Gin_pisco @ChrisGa1999 @Aquiles_kuento_ @MasculinismoLi1 más allá de que sea bueno o malo, son cosas con las que no estoy de acuerdl, y tengo el derecho a excluirme de grupos que promuevas esas ideas.",0,0,0
2992,"@poldyromano @frutaafresca @alanxelmundo Puno
Cañon del Colca 
Pisco
Chupe de camarón en la Nueva Palomino 😋
Picanterias
Etc .... 😍",0,0,0
2993,"@Ravalo_Twitr @Gin_pisco @ChrisGa1999 @Aquiles_kuento_ @MasculinismoLi1 ah, por supuesto, yo veo bien que a los niños se les enseñe a no discriminar (y menos por una cuestión sexual), pero es muy diferente a, por ejemplo, andarles metiendo teoría de género, drag queens y talleres de ""inclusión"" sexualizados.",0,0,0
2994,"@Gin_pisco Bromita 👉👈 JSKWKABSL 

Bueno lo de toshi no se si pase en verdad XD https://t.co/BvzgFKorFn",0,0,0
2995,"@Gin_pisco Bueno creo que ya rompí con toshi, no me importaría romper con otro mutual....",0,0,0
2996,"@Gin_pisco Cállate, no me bajes las ganas de seguir viéndolo 🤬
Jjajajsjajj https://t.co/Ytyl7vgW1J",0,0,0
2997,"@Gin_pisco @ChrisGa1999 @Aquiles_kuento_ @MasculinismoLi1 ya sabes, la agenda LGBT:

-inclusión en todos los medios
-Lo de los géneros no binarios
-La teoría de la interseccionalidad
-La ""necesidad"" de hablar estos temas con niños 
-Apoyo a las teorías de género

y entre otros, no solo es matrimonio y adopción, ojalá solo lo fuera.",0,0,0
2998,"@roduar Hasta ahora no. Pero aparecen picarones, buñuelos y pisco de la Negra Rosalia. https://t.co/46rENRJSnr",0,0,0
2999,@mariobautista_ Qué es el pisco? Jsjs,0,0,0
3000,@mariobautista_ Mario que es “El Pisco” dime que yo no se 🥲👍🏻,0,0,0
3001,"El pitiyanqui mejicano odiador d su pueblo y d Cuba se siente mal pq no puede vomitar sus sandeces aquí.
¿Desconoces del poema d nuestro poeta nacional Nicolás Guillén?
Se titula ""La Muralla""....
Tun Tun ¿quién es? ; el alacrán y el 100pies ¡CIERRA LA MURALLA!
La mierda no pasará https://t.co/lPS9MWDiYB",1,1,0
3002,"Eres tan ignorante pitiyanqui, que te quitas el disfraz
Odias al pueblo cubano, odias a Cuba, odias a tu propio #MéxicoLindoYQuerido.
¿Sabes pq no viste a un Coronel q está entre la vida y la muerte y un ministro lesionado?
Porque los perros rabiosos echan espuma y no pueden ver https://t.co/WLAMImCbvN",1,1,1
3003,¡Del pitiyanqui de ayer a los PitiIraní de hoy!…Rectifique Presidente su mayor error político - Por: Alirio Rangel Díaz https://t.co/U6RejEsl9e,0,0,1
3004,@JPabloReisch Oye pero q desubicao @IgnacioAchurra si sólo podí ir a Franklin y La Vega. Porque nah q ver querer derechos sociales y andar en restaurante pituco. Que roteria otsea https://t.co/05LD9n046z,1,0,0
3005,@QuendalAF YA SE EN BARRIO PITUCO TA RE CARO CUESTA UN PULMON,1,0,0
3006,"La buena noticia: voto en un hotel pituco de la Ciudad de México.

La mala noticia: no soy vocal.",1,0,0
3007,"@rominabadoino Ya pues progreron @ocram 💩de @laencerronaperu 🤡 sé más profesional, como se va a ver la sala de tu depa en la Madre Patria, la gente ve que vives como pituco con tus muebles de cuero, ya pues. Comprendo que extrañas a tus caviarones favoritos. Pero tienes que trabajar, sorry.😂",1,0,0
3008,"@ebelinortiz Claro, te paso una mota para pintarte de blanco más unos colorinches, un sombrerito, una nariz de payaso y voalá: La payasa progre que le gusta sentirse caviar, laborando en un colegio pituco, sirviendo a la clase privilegiada, cuyos hijos pertenecen a la clase oligárquica. Sigo?",0,0,1
3009,@esquinabaja Hace frío.... que se apure 🥶 https://t.co/Vld8L91tEI,0,0,0
3010,Díganle al cholo que se apure pues ... Tengo que levantarme temprano 😒#FueraCastilloporDelincuente #apurateCastillo,0,0,0
3011,Pituco &amp; Petacón en el Día de Peinados y Sombreros Locos 🤠💇🏽‍♂️ en Club Amigos Teletón Verano 2022 💜💛 https://t.co/xdCkWfEgXo,0,0,0
3012,"@eljokerpe @justicierope Si, estamos acostumbrados los del pueblo a ese calificativo ""terruco"" asi nos llama la oligarquía pituca, Espero que seas uno de ellos osea ""pituco"" por que si no déjame decirte que eres un obre ignorante y sin estudios básicos.......",0,0,1
3013,La gente que cruza la calle 20 de noviembre sin fijarse… SE CREEN DE PLÁSTICO O QUE ??? 😵‍💫🤬,0,0,0
3014,La justicia es tan ciega que no puede ver el mar de plástico en el que nos estamos ahogando. https://t.co/HHaEIOCQ6D,0,0,0
3015,"Su IQ importa poco cuándo hablamos de belleza, parece una mascarilla de un robot de plástico.

FEO, con todas las letras https://t.co/FKlWRV5Kg1",0,0,1
3016,"🔴 Estreno | Esta semana en el🎙️Pódcast ""Las voces de la innovación femenina"" conocerás el trabajo de Sandra Pascoe, científica mexicana que creó un plástico biodegradable hecho con nopal. ¡Escúchala ahora en Spotify! 👉 https://t.co/4JItefyPhU https://t.co/QPiBsNXxn5",0,0,0
3017,Es de plástico este niño https://t.co/1zTpXjvLWy,0,0,0
3018,@Sancamilo1951 Nene el vaso es opcional lo compras 1 vez y después lo vas rellenando si no pues el de plástico es gratis lo de más si es una mamada @Orlegi_Sports  ni una fila exclusiva para ingresar los que tenemos pase TODO LENTO Y PUES LOS PRECIOS ADENTRO SI POR LOS CIELOS,1,0,0
3019,yo quiero mucho a las tortugas pero q ya no vendan tampones con aplicador por el plástico m ofende,0,0,0
3020,Siento que el mundo está como lleno de un gran amor de plástico como si en el fondo es paja,0,0,0
3021,"Muchas lesiones no salen el mismo día, con el tiempo quedan secuelas, tampoco somos de plástico https://t.co/Kr37I9WzBl",0,0,0
3022,"@jishibaldo @OmarNNoticias Es feo para todos, Plastico, comida, cobijas o lo que sea ! Y el peligro de un corto ? 😢😢😢😢",0,0,0
