,Column1,Groserias,Vulgar,Agresivo,Ofensivo,Unnamed: 0
3869,,@jmlopezlaso Tu lo que eres un tonto y creo que cualquiera con dos dedos de frente se dará cuenta.,0,0,1,3869.0
677,677.0,"@Octubre63 @DrChavezDiaz O un presidente medianamente decente, por lo menos que sepa hablar y aritmética básica. No este cavernícola, tu dios.",0,0,1,
2132,2132.0,"#Tehuacán #PorSiNoLoViste | Erick Baruch Velez Machorro, jefe de la Jurisdicción Sanitaria No. 10, recibió el nombramiento como Secretario Técnico del Comité Municipal de #Salud; en reunión, abordan temas como el #dengue y la #ViruelaSímica.
https://t.co/eO9t5GARuH https://t.co/SOot3u9MeD",0,0,0,
5852,,"@Ktao0 Si 😅 una cuenta ""Damirae"" llamó ramera a Kory porque uno de sus fans nos llamó ""bichos raros"" y aquí estamos, siendo bapuleados de nuevo lol (pongo Damirae entre comillas porque no es la primera vez que funan al fandom por su culpa y me hace pensar que es un anti en realidad 🤔)",0,0,1,5852.0
2068,2068.0,@Cristyvilla19 A mi me agarra la lloradera 🧐,0,0,0,
1000,,@jotajordi13 @LaLiga JAJAJAJA esto es un descaro vil y asqueroso,1,1,1,1000.0
3073,,@molotovmx @lopezobrador_ @RicardoMonrealA Monreal mierdero TRAIDOR HDP!!!,1,1,1,3073.0
4324,,@CyroZyg Ojalá que no hubiera existido nunca fnf mejor,0,0,0,4324.0
2319,,"Hace 8 años nos burlabamos de un vato que era achichincle de morena en Tabasco, justo me bloqueo y amenazó.
Hoy ya es diputado local y no dudo que intente ir brincando de cargo en cargo.
Que chingue su madre el diputado Jesús Díaz. https://t.co/VIt4IBctk2",1,1,1,2319.0
1352,,Alv que huevon es cm punk como luchador,1,0,1,1352.0
4328,4328.0,@AMLOTraficante @PonchoGutz Supvtamaire! Que chingadazo!! Se escuchó hasta la península de Yucatán!!! 😂🤣😂,1,0,0,
593,,@fernandeznorona Noroña es puto,1,0,1,593.0
4910,,Mi único logro ahorita es cargar 300 lbs en hip thrust,0,0,0,4910.0
4882,4882.0,"Minga que iba a llevar a mi casa jajaja,vacío tenía el tanque ñio",1,0,0,
4201,4201.0,Sabían que hay un pan que venden en algunos pueblos que se llama CAGALERA?,0,0,0,
3550,,OFERTON!  ganarle al Teacher en un juego de gato y exentar  el cuatri,0,0,0,3550.0
4181,,lo que vale la pena no es fácil,0,0,0,4181.0
505,,"@AceCostaRica De nuevo ya le llegará el karma de la destrucción de trabajos, gente más pobre y hasta suicidios de gente q no tenía como pagar. Para justicias el tiempo ☺️",0,0,0,505.0
1954,,"@AztecaNoticias @HMeridiano Una más de cafres del volante, cárcel y cancelación de concesión de la ruta y así se van eliminando a estas cucarachas.",0,0,1,1954.0
5235,,@Jugo_de_Uva_ Cómo caes gordo 🥺,0,0,0,5235.0
4382,,@El_Universal_Mx Subnormal pero leal 🐕‍🦺,0,0,1,4382.0
1246,1246.0,"@AlbertoMuozMuo3 No es relevante que use tennis caros o no, el echo es que el pinc.. escuintle a su edad se vea en esa forma, todo obeso, deforme y mal nutrido. Ese pin... chamaco va a a morir a temprana edad, y soy médico y lo se con conocimiento de causa.",1,0,1,
4408,,"@VirgoAzulgrana @SirBlackMelor pero cuantas veces tengo que decir QUE HASTA PARA ROBTOP ES UNA MIERDA XDDDDDDDDD, PERO QUE EL ES EL PUTO DESARROLLADOR COÑO, PERO VAYA CONFORMISMO DE MIERDA TU, EL MAS PUTO SUBNORMAL QUE EH VISTO, GENTE COMO TU ES LA QUE HACE QUE LA 2.2 NO SALGA Y NUNCA VAYA A SALIR XDDDDD",1,0,1,4408.0
49,49.0,"Vía @muralcom En abril pasado, Cristiano Ronaldo azotó el teléfono móvil de un aficionado que lo grababa, por lo que recibió una amonestación condicional

#CR7
#PremierLeague
#LeeloEnCANCHA

 https://t.co/MJS8QgkOS6",0,0,0,
2800,,@LuisOrozco1_ Ese vejestorio,0,0,1,2800.0
3042,,@juncalssolano Porque tu amo ser fue haciendo de las suyas… y como tú no tienes cerebro? 🤯,0,0,1,3042.0
1196,,Literal en este punto de mi vida estoy como de ¿y ahora que? 😐 jajajajajsjsjjsjss puta vida incierta,1,0,0,1196.0
492,492.0,@bastianbila La oposición mexicana es lo mismo que el berrinche de un chamaco calzonudo irracional.,0,0,0,
5813,,"Se nota que traga como rey, llego flaco a la presidencia https://t.co/8gDEnRbzoj",0,0,0,5813.0
3549,3549.0,No mames qué tal vez venga Danny Ocean a la feria.,1,0,0,
1969,1969.0,"Para hablar del tema, diagnóstico de laboratorio en viruela del mono, directora @XochitlSandova8 invitó a Lcda. Deny Martínez, especialista en microbiología y biología molecular; parte del equipo del Laboratorio Nacional de Salud Pública del INS. https://t.co/3ppYPe8GeI",0,0,0,
5075,5075.0,“arriba la puteria” https://t.co/gWrh3iakog,1,0,0,
1558,,@Casandra20222 Muy buenas tardes hermosa mujer saludos,0,0,0,1558.0
1005,,"venía bajando del camión cuando un señor iba subiendo, me hago para atrás para que pueda pasar y en el momento en el que me muevo el puta hombre asqueroso me agarra del pecho, lit me agarro la chichi a lo desgraciado, pero para esto la señora que venía atrás de mí que+",1,1,1,1005.0
1818,1818.0,@LaydaSansores @lopezdoriga La mera pus liberando audios del Homúnculo.,0,0,0,
4397,4397.0,Qué chingón soy,1,0,0,
3851,3851.0,"No soy cocinero, ni chef, pero... estoy a punto de convertime en uno... Traigo en mente unas crêpes bien français y tengo ganas de unas pizzas bien pinches chingonas... Ando apuntando recetas, punto de partida: #Tehuacán ...  Meta: Las terapias de mi hijo y toda su salud...",1,0,0,
1731,,"El especial de @Yolandy__ , un cafe estilo snoopy cara de nariz 😳⬛🟥

#vtuber #vliver #vrchat #meme #VtuberES https://t.co/zUnbcdH3IF",0,0,0,1731.0
783,783.0,@chemise02 @cuandoerapavo Había un chichero al final de la Av. Fuerzas Armadas que te ofrecía un preparado con ajonjolí que era la gloria.,0,0,0,
2761,2761.0,"@lubbervolcan @longopepe @grandesligasol Si fue, incluso dio al ganador clásico y Record Horse Ta' Bello. Sin embargo Ta' Fino padecía problemas de fertilidad y por eso no continuó como pardillo.",0,0,0,
4956,,Que les importa varios paises no tienen la obligatoridad y son paises de primer mundo https://t.co/yzWxgBakIz,0,0,0,4956.0
4480,,Disculpe señora secretaria como le hará para que ya los maestros se pongan a las pilas y dejen de hacerse y se dediquen a dar las clases como deberia y dejar de pensar en los puentes y aumentos sin trabajar? https://t.co/nVm06XZkB1,0,0,0,4480.0
1450,1450.0,Este chayotero ¿ Que hace en canal once? Si trabajas en ADN 40 ¿O ya te corrió tu patrón ? Bueno el problema es que no sirves .no has hecho nada fregón . Solo lees noticias ahí aplastado . Así como .eres lacra de la información . Así como Ciro. Dóriga . https://t.co/JRlxnqV77M,1,0,1,
5183,,@AnyyAlr Me emperre con Mario porque no quiere que le diga gordo JAJAJAJAJA,1,0,0,5183.0
4415,4415.0,@kendryRMCF @KevinKrav22 @ShiroyashaRM Bueno dime los mejores que él analizando el dibujo y que no sientas el bajón. Dame las razones para que chumino te juegue una eliminatoria caliente de champions y se eche el equipo arriba sin llevar 3 partidos aquí. Un poco más de respeto.,0,0,0,
4474,,Sin darme cuenta me convertí en la señora achacosa,0,0,0,4474.0
1557,1557.0,Me di cuenta que la creatina funciona porque no me cansé subiendo el garrafón del agua al tercer piso 🤣🤣,0,0,0,
4543,4543.0,esos chamacos en vdd hacen que cada vez me den menos ganas de tener una relación porque por más “fieles” que digan que son me han demostrado que solitos con sus compás con un desvergue,1,0,0,
3356,3356.0,"@c4jimenez @SSC_CDMX @FiscaliaCDMX Yo digo que ya andaba encanchado allá, lo trataban bien por ser buen cliente y ya se sentía como en su casa; a lo mejor andaba cotorreando, ya pedos hubo un sacón de onda y lo plomearon; no creo que haya sido por cuestión de negocios.",0,0,0,
2134,,Mejor trabajo no pude conseguir👌🏼,0,0,0,2134.0
2008,,@Licreyeszenteno @RobertoMadrazo_ @LaydaSansores @alitomorenoc Buena tu madreada a don tranzas.,0,0,0,2008.0
466,466.0,@HonestXelajuFan @CremasOficial Que decías caitudo de mierda,1,1,1,
2746,,@HtTrejo @danieloso @jorgedelagarzah Mariposon de esos grandote y maricas,0,1,1,2746.0
5673,,@DogeUANL @GarciaBryaan @TigresOficial Así le decían a Purata y trae más que reyes,0,0,0,5673.0
1461,1461.0,@ElSoravi13 Yo y mi pana yendo a la fritanga de la esquina.,0,0,0,
883,,"@drkantu @talibanmx_ @vijara12 @alitomorenoc @MarkoCortes No le importa México, porque ser alguien que vela por México es ser oposición, pues Morena es un partido antimexicano!",0,0,0,883.0
3390,3390.0,Te amo plátano sancochado con huevo sancochado y full queso,0,0,0,
5941,,@jgnaredo No estúpido @DeniseDresserG  va como cualquier ciudadano a exigir a sus empleados cumplir con el pueblo no con un líder que da chayote a pasquines como @revistapolemon  por ser bots traidores al pueblo de 🇲🇽 https://t.co/tWyEyxjuCr,0,0,0,5941.0
735,,@Marcela_Feraud Aprende a redactar primero ignorante,0,1,1,735.0
1523,,"El perfil de la primera mujer que asume la dirección de ⁦@IIJUNAM⁩ 👇🏼
Mónica González Contró asume cargo como nueva directora del IIJ de la UNAM. https://t.co/RxEexWSApi https://t.co/JXVcgbfCaN",0,0,0,1523.0
3581,3581.0,"@ChesterKonayami Aunque un valor fijo suena tentador y estable, siento que es más benévolo con el bolsillo tercermundista que siga en función del precio en yen como habíamos visto",0,0,0,
3216,,No todas las series de narcos son mexicanas y 'Narco-Saints' de Netflix te atrapará  https://t.co/BgL0CRm4Rh #NarcoSaints #Netflix #Television #Entretenimiento #onlimx #onlihype https://t.co/NVyUbiyN3I,0,0,0,3216.0
2251,,"@MaxKaiser75 Le hablan a aquellos que no tienen acceso a medios de información, a aquellos que no se cuestionan ni tienen interes en verificar, que es el grueso de la población. Si la mayoría de la se cuestionara, investigara y razonara este mamarracho no habría pasado del primer intento.",0,0,1,2251.0
861,861.0,@OtroParkman Que es un Chombo,0,0,0,
2750,2750.0,@CMonteroOficial Pero sera la primera en pedirle entrevista en exclusiva. Da lastima encontrar un ser tan alienado y fanático. Mas Papista que el Papa,0,0,0,
4935,,"🔴 #AHORA | La @Munixelaorg amplía fecha de pago del recibo único para el 12 de septiembre.

El director de Comunicación Social de la comuna, Marck  Juárez, informa.

📱🎧 Escúchanos en https://t.co/29swquYeKu

Vía @Henry__Popa 

#Stereo100Noticias https://t.co/TrmFvyboiu",0,0,0,4935.0
12,,@Ricardo_gzlz 😂🤣 pinche día divertido jajaja,1,0,0,12.0
5039,5039.0,La gran puteada que me van a meter,1,0,0,
4154,,verdaderamente me duele la cabeza por mucha info 😭,0,0,0,4154.0
5581,,"Pues sí, Feijóo sabe hacer dos cosas a la vez: ser tan ridículo como M. Rajoy e igual de inútil que Casado.",0,0,0,5581.0
2483,2483.0,"En la piscina los niños jugando a llamar moro/negro a uno de ellos, el juego consiste en pegarle y llevarlo a la carcel, con los padres al lado todo el rato 🤡🤡",0,0,0,
544,544.0,@canuto___ que lo disfrutes al máximo 🙌🏿,0,0,0,
1453,1453.0,"1.Contrario a lo que ella dice: no solamente por estudiar derecho eres un fregón(a), para ser fregón(a), como en todo en la vida, tienes que destacar. Si no, eres uno(a) más del montón.",1,0,0,
1040,,lindo su perro,0,0,0,1040.0
912,,"@play_eFootball que le paso al conexión, estan lagueando otra vez y se cagaron en todo",1,0,0,912.0
753,,Vivimos en un tiempo donde el inteligente se tiene que quedar callado para que el ignorante no se ofenda.,0,0,0,753.0
5071,5071.0,"@A_Saenz354 Si,  no puede hacer todo él, pero tampoco puede hacer una presión bien hecha,  tampoco puede dar un puto pase al piel, si la publicidad fuera un jugador,  le dio un pase 10 de 10 a la publicidad del costado
El Moyo caminando, incluso hasta Santis lo puteo por no ir por un balón",1,0,0,
5989,,@AlessandraRdlv @alitomorenoc La feminista defendiendo a alito jajaja increíble jajaja usted no es feminista usted es una hipócrita,0,0,1,5989.0
625,625.0,qué bien os viene a muchos la carnaza para no reparar en lo que hacéis mal en vuestras vidas madre de dios,0,0,0,
4375,,es gente financiada por jeques y les pregunta que si van en tren la verdad que igual la pregunta sí que es de subnormal https://t.co/xHVikyU91A,0,0,1,4375.0
5706,,"@OFM2020 Chirriones (comida china, ejotes dulces con carne de marrano , salsa de soya, jengibre)",0,0,0,5706.0
4965,,"#Mundo || #Video: Captan el momento exacto en que un puente colapsó durante su inauguración en la República Democrática del #Congo.

#AgenciaMxNoticias https://t.co/ZqT1YgEKVP",0,0,0,4965.0
1222,,▷ Dinos qué viste primero y descubrirás si eres una persona agradable | MEXICO | DEPOR https://t.co/QEDlHRL8QV,0,0,0,1222.0
2238,,@tere_marinovic Oye perro Chahuan @chahuan tú no nos representas al 63% de chilenos con sentido común que rechazamos  ¿que te has creído? Ahora harán acuerdos con el merluzo mamarracho Boric para arreglarse entre ustedes?? Jajajaja rechazo mil veces más si fuera necesario!!! Traidor Art 142,0,0,1,2238.0
4519,4519.0,me descojono cómo le pone el culo en la cara JSJSKSKSJAJAJJS https://t.co/8NXwypZzOI,1,0,0,
4372,,"No entiendo porque a la gente le encanta tirarme caca. xD Subo un video random de una jugada y llega diciendo ""De seguro eres bronce"" ¿Y que verga si soy hierro? Es una puta jugada que quise compartir por que me gustó, subnormal de mierda.",1,0,0,4372.0
3914,3914.0,@HectorRossete @HLGatell Si puede.. Es un malnacido el tal @HLGatell,0,1,0,
3918,,@gui_gil @AF_mexico @GlodeJo07 @Janoperdomo @AccionNacional @PRDMexico @PRI_Nacional Par de imbéciles,0,0,1,3918.0
4620,,@marianalogue aunque diga no fue con mala intención pero evidente dijo quiere ver arder twitter  el estratego,0,0,0,4620.0
1511,1511.0,@DSheldon_Cooper mi tío del gabacho tiene uno,0,0,0,
53,,Cómo no voy a estar bien pinche loca si de pequeña acompañaba a mi mamá a espiar a mi papá 🤣,1,0,0,53.0
3231,,"@acastagne @lopezobrador_ @FelipeCalderon No lo creo, xq calderon tiene la culpa de q el narco vgt no sirva para nada q no?",0,0,0,3231.0
4443,,"Nota mental: nunca digas ""la siguiente semana compro los boletos"", cuando claramente dijo que quedaban menos de 200 entradas. https://t.co/yx1ZXsVgHz",0,0,0,4443.0
3258,,@LOVREGA Empezando por Morena y @lopezobrador_ …. Hoy le dan la razón a @FelipeCalderon !!!!! Ouch!!!! Eso ha de arder!!!!!,0,0,0,3258.0
1275,1275.0,"@mario_dico50 Lo mas notorio es el espumarajo que echan ustedes cada vez que el pdte hace algo para favorecer al pueblo.  Si siguen así, ya no les va a quedar hígado para el 2024.",0,0,0,
4668,,En su st deberían intercalar con Bring it on que casi llega q los 26M,0,0,0,4668.0
2313,,"He leído celebraciones por la muerte de Gorbachov, a quien tachan de traidor (en el ""feis"", pero me temo que algún texto ""serio"" habrá)... O a quien tilda a Borrell de achichincle (eso sí, hoy, en La Jornada de Palacio). De esa ""izquierda"" no soy, la verdad...",0,0,1,2313.0
2533,,"@sknorastaman @mariaro18738636 @ultimahsv Siga bromeando, sino cree en Dios alla usted,haria mas en no comentar,que burlarse",0,0,0,2533.0
4542,,"@JhanSDoriel @CBSSports @ChicagoBears Se ve cool, pero a que sea realidad falta mucho",0,0,0,4542.0
5006,,"Estudiantes mantienen tomada la Normal Rural Carmen Serdán - El Sol de Puebla | Noticias Locales, Policiacas, sobre México, Puebla y el Mundo https://t.co/DFWBUamneB",0,0,0,5006.0
478,,@RanferiDe Lo deuce el viejillo pendejo que defiende a otro viejo pendejo entregado al crimen organizado!! 😂😂🤣,1,0,1,478.0
2162,2162.0,"EDITORIAL LA MERA NETA: DR. COSS; INVASIÓN MALANDRA
https://t.co/8FFQzSHsFB",0,0,0,
737,737.0,@PompeoDc @fiaheisenberg Es desagradable. Chapín significa chancleta,0,0,0,
665,,Como me caga qué opinen pendejos,1,0,1,665.0
1431,,"@Ticketmaster_Me Necesito su ayuda para poder obtener los boletos que compre hace más de 2 años por favor, orden de compra 29-27813. Ya intente en un centro de atención y no fue posible, al correo ni tengo acceso. Por favor ayuda! Urgente el evento es el día 8 de SEP. Gracias",0,0,0,1431.0
1332,,"@Noticias_Tabasc @manuel_rdgn @morena_tab @PartidoMorenaMx @mario_delgado @TeyMollinedoC @Mx_Diputados se estudia para ser una lacra, o solo se presenta en el palacio o donde, se aprende a ser un holgazan,traidor, y huevon paria y colgado del presupuesto de los mexicanos se aprende? o ay lo traen el ADN por que a parte SE SIENTES TOCADOS POR DIOS ESTOS ZANGANOS....MISERABLES",1,1,1,1332.0
875,,es un gusto auditivo escuchar a alguien hablar francés,0,0,0,875.0
4022,4022.0,"@AGuerreroMosque @conacyt Si ya lo pedí, y en un mes me lo entregan !! Ahora hasta la convocatoria dura menos abierta y me lo entregan Justo acabada de cerrar… ya la solicite",0,0,0,
2627,,@CarlosAbejorro No hay huevos para comer?,0,0,0,2627.0
2283,,@Jimmy_Maganya Vaya otro mil mañas …que renuncie dices porq no le preguntas al pueblo achichincle !,0,0,1,2283.0
2021,,@Alvinsch No puede ser que seas tan retrasado,0,0,1,2021.0
5993,,aprendí que es mejor que te rechacen por ser sincero a que te acepten por ser hipócrita.,0,0,0,5993.0
1277,1277.0,"@Charr0Mx Yo creo que te debes conducir y dirigir con más respeto a los compañeros, no te comportes cómo un esquirol",0,0,0,
910,910.0,@JRlopezbeItran @lopezobrador_ Entonces confirmas vínculos de él con Doña estupefaciente? Y sus ratas allegados ratas? Que descaro y vulgaridad de ejecutivo federal y su chusma....!!!!!,0,0,1,
3931,3931.0,"@alejoseg14 @CharlesGyborin Que nivel de imbécil. 

Por cierto que mamarracho esa tu porquería de blog, imposible leer más de tres líneas de esa mamada. Sos así de malo para todo?",1,1,1,
1306,1306.0,"Outlaw team tirando Facha
Si Gato los acompañará uuuf https://t.co/St3USjMNDo",0,0,0,
1638,1638.0,"Quiero resubir mis vídeos del canal baneado al nuevo canal, pero no sé si solo subirlos así de golpe sin mas o si debería hacerlo una especie de especial de una semana o algo así...

¿Sugerencias, mi raza? 🧐",0,0,0,
1977,,@JesusRCuevas Que bonito plagia ud don Chuy…,0,0,0,1977.0
1674,1674.0,"Mas grasa al estado, mas gastos de nuestros impuestos. No han echo nada por la ciudadanía como hacer algo serio con el grave problema delictual. #NoAlIndulto Servel #RenunciaIzkia Carol Bown Registro Civil gaspar domínguez #RechazoElMamarrachoComunista #RechazoConTodos https://t.co/ycZzM36Vxn",0,0,0,
2686,,@sophieamor69 Que cuerpo de infarto bella dama 😘,0,0,0,2686.0
3929,3929.0,"@mario_dico50 @HLGatell No don Mario, ese sujeto miserable es un mamarracho farsante y criminal... y lo pagará con cárcel.",0,1,1,
4528,,¿Cuántas veces más intentará esta señora romper el internet con su gran culo? https://t.co/TKdYPu2wX7,1,0,0,4528.0
1948,1948.0,"Como que se antojan unos tatuajes, un pelo de colores y encuerarse pa cerrar ciclos",0,0,0,
925,,"Por trabajos de rehabilitación en un edificio, la cuadra de la 7 Sur, entre la 5 y 7 Poniente, permanece restringida al paso peatonal. Consideré transitar con preocupación por la zona para evitar algún incidente.

Vía @AdaMoraless

📰 #SETNoticias https://t.co/SEwJfgjZnD",0,0,0,925.0
1041,,La neta si tengo unos gustos pal perro,0,0,0,1041.0
1212,1212.0,@MariettoPonce Deberás que eres un engañabobos,0,0,0,
5734,,Bién  que se busque extraditar a Rafael Ramírez.pero a éste  delincuente no lo tocan.incurso en varios delitos por que no lo capturan? https://t.co/Kbj5IIGWmV,0,0,0,5734.0
4284,,"No mames @RappiMexico me asignas pedido en periférico, tengo que ir a rodear 4km al próximo retorno ¿Y me bloqueas por haberme tardado con todas las calles encharcadas? Hdtpm https://t.co/HVrpVdD2AI",1,0,0,4284.0
921,921.0,"@Sweet_Devil12 Con usted si me lo chuto ml Miss adorada, un gran día nos aguarda, abrazote #CaféEnMano",0,0,0,
3831,,Tonto corazón...,0,0,0,3831.0
1463,1463.0,@NEYmr Antes le decíamos “fritanga “. Mi mamá tuvo la brillante idea de llamarle: “POR CONSIGUIENTE “ 👌,0,0,0,
3288,3288.0,Este roco está muerto en vida https://t.co/KSixk5Iog6,0,0,1,
3075,,@rochaperiodista Pero como no agarran una pala los HDP!,1,0,1,3075.0
5390,,@elchiringuitotv Dignidad.,0,0,0,5390.0
5645,,A exhibir a los TR41DOR3S y amigos del mediocre Monry @RicardoMonrealA https://t.co/STdeEdIowk,0,0,1,5645.0
6008,,"@WeraReynoso JAJAJA HIPÓCRITA PANISTA VEZ COMO ESTA TU ESTADO Y TE VALE MaDRES.
ASI ESTE NARCO ESTADO PANISTA https://t.co/5LvlcBQT4E",0,0,1,6008.0
1963,1963.0,"Ese culo tu lo mueves nivel expert
Hecha de laboratorio como dexter 👾",1,0,0,
2056,,@Plag021 El mito del buen salvaje lo tiene tan metido en la ingle que camina como pingüino retrasado,0,0,1,2056.0
459,459.0,@AgenciaOcote @_soydelviento Que sabe ese caitudo!!!!,0,0,1,
1099,,@tiiinito wey así es mi hermano sin exagerar,0,0,0,1099.0
313,313.0,"@katmandoo8 LES ESCRIBO ESTA CANCIÓN VENEZOLANA.
EL HIJO E' SAN JUAN DE DIOS 
LE DIJO A SU MONIGOTE 
POR MAS QUE TE TONGONEES
SIEMPRE SE TE VE EL BOJOTE
LAS HIJAS DE ESE CARAJO SON HORRIBLES. DEBIÓ HACERSE UNA VASECTOMÍA ANTES",0,0,0,
3141,3141.0,@andysolrodpotte Nos apoyan @UCS_GCDMX para atender el reporte y liberar la banqueta en el punto indicado?! Gracias.,0,0,0,
1998,,¡Qué jugador es Don Federico Valverde! 🤍,0,0,0,1998.0
5548,,"Jajajaja me estás oyendo, inútil ¿? https://t.co/gt2TgLKywr",0,0,1,5548.0
1824,1824.0,"@jrsestaca Me da chingo de pena y tristeza que tu compañero pueda seguir hablando bien de este homúnculo y replique cuál palero, que todo está a toda madre en México. Será por desmadre o risa, pero una persona con un alcance cómo la de él, no se dé cuenta del daño que también causa.",1,0,1,
4288,,No mames jajajaja me caes bn dlv ya recordé porq te sordeaba,1,0,0,4288.0
170,,Me caga estar aburrido porque me pongo a gastar dinero a lo pendejo,1,0,0,170.0
4598,4598.0,No trates de joder a quien te puede escoñetar.,1,0,0,
2187,,"¿Te has preguntado cómo se eligen los colores de los autos de #Nissan? 🧐 Dentro del proceso de desarrollo, la elección de color es muy importante, te invito a conocer cuáles son los puntos principales para un diseñador al elegir un color: https://t.co/nDbzRUyRdi
#NissanInsiders https://t.co/edi97La4CC",0,0,0,2187.0
3093,,"@LaMaravillosita @EmisorasUnidas Ese tic tac es también para las autoridades, para que no vayan a permitir que también este hdp huya",1,0,1,3093.0
2655,,se me hace una estupidez y falta de respeto dejar a los profes “plantados” nomas por sus huevos,1,0,0,2655.0
5154,5154.0,Recuerdo cuando fui a singar y estuvo tan rico que perdí el pantalon y el boxer y llegue a casa esnu 🤡,1,0,0,
5539,,@samuel_garcias Pues así estaba la. Presa cuando tomaste posesión inútil y no supiste manejar el. Tema. Del agua,0,0,1,5539.0
4100,4100.0,@Monsieur_Alec @PanchoT44 @Andre_A20 @chrisGzmnBtr Aparentemente el robado se ve más pequeño que este boludo!!,1,0,0,
2646,2646.0,"@chunchothermo @ignacio32azul @PelusaUC5 @Cruzados Te pasó por el manso peazo e pico arrendataria chuchetumare. Sigue sufriendo con el descenso, pajarraco ctm malparido.",1,0,1,
1116,1116.0,"Para saber si en verdad te gusta alguien. Imagínatelo desnudo, si no te da asco, ya la hiciste.",0,0,0,
1422,1422.0,"#EcosDeLaSemana
Agradecemos de gran manera al Grupo Folclórico Gavilanes, por su visita, su baile y su colorido vestuario, demostrando su compromiso de preservar nuestras tradiciones.
Ven y… ¡Vive la Danza Folclórica en el Museo! https://t.co/BIFijUs4So",0,0,0,
4550,4550.0,"Lo que mi papá entiende como “levantarme con enojo” en realidad es un: “papá, no me gusta el relajo y desvergue con el que te levantas, me gusta estar tranquilo en las mañanas”.",1,0,0,
5434,,@GlodeJo07 @AccionNacional @PRDMexico @PRI_Nacional No burra los que estamos desapareciendo a esos ladrones somos nosotros MORENA y no ustedes los derechangos.,0,0,0,5434.0
251,,@veronicafurlan Te saludo desde México (hace 23 años ya).,0,0,0,251.0
1518,1518.0,Pinche conductor del uber tiene un humor bien gacho🤮,1,0,0,
3753,3753.0,"""La inspiración de la composición recae en la relación metafórica del cosmos y la conexión con el cerebro, haciendo un viaje interno al sistema estelar más cercano al sol.""
– Mario D. Alvarado describe su próxima presentación este 26 y 27 de agosto en https://t.co/WaTOJSWaLW 🧠✨ https://t.co/llLOorIvgj",0,0,0,
4950,4950.0,"@LunaGilV ¿Y se masturba? A lo mejor ese es el problema, que ni picha, ni cacha y ni deja batear.",0,0,0,
436,,¿Pq hay mucha bandita con playera de Iron Maiden? Ya estoy muy viejo pa entender,0,0,0,436.0
3237,,"@NEKOKIRAnalar @ElHuffPost Se ve que no les gustan nuestras contestaciones y poco la democracia. Por algo intentan repreguntar una y otra vez.😂😂😂😂a ver si en algún momento gana su ""presunto"" narco favorito.",0,0,0,3237.0
3616,,"@Danielacho Ese es nuestro ""legionario"" ya veo q cada equipo tiene un fanático mongolico a nosotros los magallaneros nos tocó esa desgracia, francamente 💆🏻‍♂️💆🏻‍♂️",0,0,1,3616.0
1255,1255.0,@BoyOfAnahi Ese fue enel concierto de Venezuela  día 22/01/2011 estuve allí 😭😭😭🥺🥺🥺😍😍😍😍,0,0,0,
2391,,@lapetuputa Seré como tú cambias de perfil,0,0,0,2391.0
3678,,"@eri_sonora @qtf @LillyTellez @alvarez_ivonne @FelixSalMac @gilbertolozanog @PartidoMorenaMx Te gustaría que YO, si, como lo lees te diga o te mencione y diga que tienes el plátano en la boca??

Perdón, pero eso es respeto y Lilly Tellez jamás he visto que se meta con ese tipejo!!",0,0,1,3678.0
2492,2492.0,"El puntaje de este morro es tan bajo, que se va a ir a extraordinario de Apgar. https://t.co/FgvrbdWiOg",0,0,0,
3251,3251.0,"@jmazpiroz Suena la zopi como la nueva secretaria de educación pública. Eliminó las palabras competencia, productividad y otras, porque quiere un modelo “humanista” o sea demagógico y socialista, retórico y atrasado",0,0,0,
1725,,@k_koryy Ponmelas en mi cara.🤤,0,0,0,1725.0
4364,,las taennie shippers en tiktok analizando las recientes fotos d 🐻 en ig jurando q estaba con joto esq de verdad como se puede ser tan subnormal no me lo creo 😭😭,0,0,1,4364.0
1764,1764.0,"@RaulPortilloG1 Esa es una de las razones por las que las sanciones no le hacen daño al gobierno, les sirven como excusas. 
Al pobre pueblo cubano le han metido el cuento por 60 años de que pasan hambre por las sanciones. 
Aquí podemos ir por el mismo camino.",0,0,0,
5060,5060.0,Todo comenzó como un bait para putear a los sin talento y ahora todo tw fútbol se está uniendo para putear a las army…QUE GOZADA https://t.co/hpHW6UW3Kb https://t.co/MlTQ2Qf8CG,1,0,0,
2588,2588.0,"✅Para poder trabajar con el Proceso Nacional de Reconciliación con la #naturaleza , contamos con la Colección de Libros: “Cuentos desde el Ombligo de la Luna”. 🌚🐰🌎Descubre más en: 
👉https://t.co/GzMBIwxBNw 👈
@TaliaVazquezA @unep_espanol @EcoplanetBio https://t.co/kvZmr51qMW",0,0,0,
3764,3764.0,"Sábado soleado ideal para un vinazo como este by @tordoswines  @PacoPuga1 @MostoHerido 83% Sauvignon Blanc 17% Torrontes perfumado, fresco, muy buena acidez, cítrico Flores blancas, hermosas sensaciones! #Winelife #ElVinoUnaPasion Saluteee 🍷🍷🍷 https://t.co/YhTV6dXbkY",0,0,0,
81,81.0,"@WWBraveheart También a la cultura impulsada por su amiguete el guatemalteco de cuarta, en donde volvieron ídolos a los narquillos en sus narcoseries que tanto ##$@@*£% a gran parte de la población menos preparada",0,0,1,
3163,,@realmadrid @ToniKroos @Sebasti54530563 Para que sigas hablando mal de Antonio.,0,0,0,3163.0
